SEASON,EPISODE,TITLE,GUEST_PAINTER,ALIZARIN_CRIMSON,BLACK_GESSO,BRIGHT_RED,BURNT_UMBER,CADMIUM_YELLOW,DARK_SIENNA,INDIAN_RED,INDIAN_YELLOW,LIQUID_BLACK,LIQUID_CLEAR,MIDNIGHT_BLACK ,PHTHALO_BLUE,PHTHALO_GREEN ,PRUSSIAN_BLUE,SAP_GREEN,TITANIUM_WHITE,VAN_DYKE_BROWN,YELLOW_OCHRE,IMAGE,YOUTUBE,APPLE_FRAME,AURORA_BOREALIS,BARN,BEACH,BOAT,BRIDGE,BUILDING,BUSHES,CABIN,CACTUS,CIRCLE_FRAME,CIRRUS,CLIFF,CLOUDS,CONIFER,CUMULUS,DECIDUOUS,DIANE_ANDRE,DOCK,DOUBLE_OVAL_FRAME,FARM,FENCE,FIRE,FLORIDA_FRAME,FLOWERS,FOG,FRAMED,GRASS,GUEST,HALF_CIRCLE_FRAME,HALF_OVAL_FRAME,HILLS,LAKE,LAKES,LIGHTHOUSE,MILL,MOON,MOUNTAIN,MOUNTAINS,NIGHT,OCEAN,OVAL_FRAME,PALM_TREES,PATH,PERSON,PORTRAIT,RECTANGLE_3D_FRAME,RECTANGULAR_FRAME,RIVER,ROCKS,SEASHELL_FRAME,SNOW,SNOWY_MOUNTAIN,SPLIT_FRAME,STEVE_ROSS,STRUCTURE,SUN,TOMB_FRAME,TREE,TREES,TRIPLE_FRAME,WATERFALL,WAVES,WINDMILL,WINDOW_FRAME,WINTER,WOOD_FRAMED
2,4,Shades of Grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,http://twoinchbrush.com/images/painting272.png,https://youtu.be/I-ousb8-SD0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2,5,Autumn Splendor,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting273.png,https://youtu.be/rTTWw5Gd79I,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2,6,Black River,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting274.png,https://youtu.be/6O4sfJd8G_M,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2,7,Brown Mountain,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting275.png,https://youtu.be/Vx6v47gHBWM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2,8,Reflections ,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting276.png,https://youtu.be/0FYfo94qefg,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2,9,Black and White Seascape,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting277.png,https://youtu.be/PMDyPrE0puo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2,10,Lazy River,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting278.png,https://youtu.be/BW2wKKFvH1g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2,11,Black Waterfall,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting279.png,https://youtu.be/GzSqjyQUPZQ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2,12,Mountain Waterfall,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting280.png,https://youtu.be/9jIt95PCFAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2,13,Final Grace,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting281.png,https://youtu.be/miJ19Kz_i3Y,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,1,Mountain Retreat,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting256.png,https://youtu.be/hoimk4s8JoQ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3,2,Blue Moon,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting257.png,https://youtu.be/loit61vLUMc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
3,3,Bubbling Stream,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting258.png,https://youtu.be/fuFalEXVN0k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,4,Winter Night,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,http://twoinchbrush.com/images/painting259.png,https://youtu.be/8ysFkNYwhAE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
3,5,Distant Hills,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,http://twoinchbrush.com/images/painting260.png,https://youtu.be/8Zge88tVwjE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,6,Covered Bridge,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting261.png,https://youtu.be/OHSm8kLE7js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3,7,Quiet Inlet,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting262.png,https://youtu.be/9N5IWKzYIyU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,8,Night Light,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,http://twoinchbrush.com/images/painting263.png,https://youtu.be/l141Y0x8om0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,9,The Old Mill,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting264.png,https://youtu.be/OFKFUJ9eDNs,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3,10,Campfire,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,http://twoinchbrush.com/images/painting265.png,https://youtu.be/L5bXkI0-pEg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,11,Rustic Barn,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting266.png,https://youtu.be/WJJwrnFhUUg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3,12,Hidden Lake,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting267.png,https://youtu.be/P_DaqkFbnac,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,13,Peaceful Waters,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting268.png,https://youtu.be/Z0vtjRLqXcQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
4,1,Purple Splendor,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,http://twoinchbrush.com/images/painting243.png,https://youtu.be/hP4GfMgsNVE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
4,2,Tranquil Valley,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,http://twoinchbrush.com/images/painting244.png,https://youtu.be/PbchoOWWCZs,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,3,Majestic Mountains,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting245.png,https://youtu.be/NcVeRlPu_5w,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,4,Winter Sawscape,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,http://twoinchbrush.com/images/painting246.png,https://youtu.be/lmKAwKrONmE,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
4,5,Evening Seascape,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,http://twoinchbrush.com/images/painting247.png,https://youtu.be/y5k4GXw_-yI,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4,6,Warm Summer Day ,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,http://twoinchbrush.com/images/painting248.png,https://youtu.be/GBN9AIw3Ao4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,7,Cabin in the Woods,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting249.png,https://youtu.be/81QKellPA70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4,8,Wetlands,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,http://twoinchbrush.com/images/painting250.png,https://youtu.be/2FpVyGanPwM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,9,Cool Waters,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting251.png,https://youtu.be/tJRvBcqQd5A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,10,Quiet Woods,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting252.png,https://youtu.be/wIZX57I4aDs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,11,Northwest Majesty,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,http://twoinchbrush.com/images/painting253.png,https://youtu.be/9DU6bunvD_g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,12,Autumn Days,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting254.png,https://youtu.be/VAdMkf-AAPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,13,Mountain Challenge,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,http://twoinchbrush.com/images/painting255.png,https://youtu.be/o2cjLA_wgIk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,1,Mountain Waterfall,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting230.png,https://youtu.be/DqhzxdkdQS0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
5,2,Twilight Meadow,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,http://twoinchbrush.com/images/painting231.png,https://youtu.be/6evqNlOO7Bw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5,3,Mountain Blossoms,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,http://twoinchbrush.com/images/painting232.png,https://youtu.be/UVhhStJAJZc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
